phase,source_url,image_url,source_file,alt,width,height,loading,format,bytes,exists,srcset,sizes,responsive_candidates,responsive_missing,issues
baseline,https://kujolang.ai/ecosystem/,https://kujolang.ai/images/runledger-run-receipts-8d64451f3e9d.webp,images/runledger-run-receipts-8d64451f3e9d.webp,Featured image for RunLedger,1672,941,lazy,webp,177314,True,"/images/runledger-run-receipts-8d64451f3e9d-640.webp 640w, /images/runledger-run-receipts-8d64451f3e9d-960.webp 960w, /images/runledger-run-receipts-8d64451f3e9d-1280.webp 1280w, /images/runledger-run-receipts-8d64451f3e9d.webp 1672w","(max-width: 48rem) min(84vw, 19rem), 302px",4,0,
baseline,https://kujolang.ai/ecosystem/,https://kujolang.ai/images/changebucket-change-footprint-ad1139a9c399.webp,images/changebucket-change-footprint-ad1139a9c399.webp,Featured image for ChangeBucket,1672,941,lazy,webp,227392,True,"/images/changebucket-change-footprint-ad1139a9c399-640.webp 640w, /images/changebucket-change-footprint-ad1139a9c399-960.webp 960w, /images/changebucket-change-footprint-ad1139a9c399-1280.webp 1280w, /images/changebucket-change-footprint-ad1139a9c399.webp 1672w","(max-width: 48rem) min(84vw, 19rem), 302px",4,0,
baseline,https://kujolang.ai/ecosystem/,https://kujolang.ai/images/patchbrief-diff-handoff-aeab19600b0f.webp,images/patchbrief-diff-handoff-aeab19600b0f.webp,Featured image for PatchBrief,1672,941,lazy,webp,263950,True,"/images/patchbrief-diff-handoff-aeab19600b0f-640.webp 640w, /images/patchbrief-diff-handoff-aeab19600b0f-960.webp 960w, /images/patchbrief-diff-handoff-aeab19600b0f-1280.webp 1280w, /images/patchbrief-diff-handoff-aeab19600b0f.webp 1672w","(max-width: 48rem) min(84vw, 19rem), 302px",4,0,
baseline,https://kujolang.ai/ecosystem/,https://kujolang.ai/images/concord-artifact-alignment-aee2b0f59ab7.webp,images/concord-artifact-alignment-aee2b0f59ab7.webp,Featured image for Concord,1672,941,lazy,webp,285284,True,"/images/concord-artifact-alignment-aee2b0f59ab7-640.webp 640w, /images/concord-artifact-alignment-aee2b0f59ab7-960.webp 960w, /images/concord-artifact-alignment-aee2b0f59ab7-1280.webp 1280w, /images/concord-artifact-alignment-aee2b0f59ab7.webp 1672w","(max-width: 48rem) min(84vw, 19rem), 302px",4,0,
baseline,https://kujolang.ai/ecosystem/,https://kujolang.ai/images/shipcheck-release-containers-6dd88086a094.webp,images/shipcheck-release-containers-6dd88086a094.webp,Featured image for ShipCheck,1916,821,lazy,webp,261420,True,"/images/shipcheck-release-containers-6dd88086a094-640.webp 640w, /images/shipcheck-release-containers-6dd88086a094-960.webp 960w, /images/shipcheck-release-containers-6dd88086a094-1280.webp 1280w, /images/shipcheck-release-containers-6dd88086a094.webp 1916w","(max-width: 48rem) min(84vw, 19rem), 302px",4,0,
baseline,https://kujolang.ai/ecosystem/,https://kujolang.ai/images/packwrite-execution-pack-e49dce8f84fe.webp,images/packwrite-execution-pack-e49dce8f84fe.webp,Featured image for PackWrite,1672,941,lazy,webp,203432,True,"/images/packwrite-execution-pack-e49dce8f84fe-640.webp 640w, /images/packwrite-execution-pack-e49dce8f84fe-960.webp 960w, /images/packwrite-execution-pack-e49dce8f84fe-1280.webp 1280w, /images/packwrite-execution-pack-e49dce8f84fe.webp 1672w","(max-width: 48rem) min(84vw, 19rem), 302px",4,0,
baseline,https://kujolang.ai/ecosystem/,https://kujolang.ai/images/casefile-evidence-bundle-80849ebf2502.webp,images/casefile-evidence-bundle-80849ebf2502.webp,Featured image for CaseFile,1672,941,lazy,webp,212192,True,"/images/casefile-evidence-bundle-80849ebf2502-640.webp 640w, /images/casefile-evidence-bundle-80849ebf2502-960.webp 960w, /images/casefile-evidence-bundle-80849ebf2502-1280.webp 1280w, /images/casefile-evidence-bundle-80849ebf2502.webp 1672w","(max-width: 48rem) min(84vw, 19rem), 302px",4,0,
baseline,https://kujolang.ai/ecosystem/,https://kujolang.ai/images/lens-browser-inspection-3fbe386ada33.webp,images/lens-browser-inspection-3fbe386ada33.webp,Featured image for Lens,1672,941,lazy,webp,256430,True,"/images/lens-browser-inspection-3fbe386ada33-640.webp 640w, /images/lens-browser-inspection-3fbe386ada33-960.webp 960w, /images/lens-browser-inspection-3fbe386ada33-1280.webp 1280w, /images/lens-browser-inspection-3fbe386ada33.webp 1672w","(max-width: 48rem) min(84vw, 19rem), 302px",4,0,
baseline,https://kujolang.ai/ecosystem/,https://kujolang.ai/images/ward-security-command-center-d9cf040edd51.webp,images/ward-security-command-center-d9cf040edd51.webp,Featured image for Ward,1672,941,lazy,webp,243974,True,"/images/ward-security-command-center-d9cf040edd51-640.webp 640w, /images/ward-security-command-center-d9cf040edd51-960.webp 960w, /images/ward-security-command-center-d9cf040edd51-1280.webp 1280w, /images/ward-security-command-center-d9cf040edd51.webp 1672w","(max-width: 48rem) min(84vw, 19rem), 302px",4,0,
baseline,https://kujolang.ai/ecosystem/,https://kujolang.ai/images/howl-showcase-renderer-4ea5516f87bc.webp,images/howl-showcase-renderer-4ea5516f87bc.webp,Featured image for Howl,1672,941,lazy,webp,296694,True,"/images/howl-showcase-renderer-4ea5516f87bc-640.webp 640w, /images/howl-showcase-renderer-4ea5516f87bc-960.webp 960w, /images/howl-showcase-renderer-4ea5516f87bc-1280.webp 1280w, /images/howl-showcase-renderer-4ea5516f87bc.webp 1672w","(max-width: 48rem) min(84vw, 19rem), 302px",4,0,
baseline,https://kujolang.ai/ecosystem/,https://kujolang.ai/images/workcell-contained-execution-4614f50747e5.webp,images/workcell-contained-execution-4614f50747e5.webp,Featured image for Workcell,1916,821,lazy,webp,325224,True,"/images/workcell-contained-execution-4614f50747e5-640.webp 640w, /images/workcell-contained-execution-4614f50747e5-960.webp 960w, /images/workcell-contained-execution-4614f50747e5-1280.webp 1280w, /images/workcell-contained-execution-4614f50747e5.webp 1916w","(max-width: 48rem) min(84vw, 19rem), 302px",4,0,
baseline,https://kujolang.ai/ecosystem/,https://kujolang.ai/images/redact-document-sanitization-174419135945.webp,images/redact-document-sanitization-174419135945.webp,Featured image for Redact,1672,941,lazy,webp,250472,True,"/images/redact-document-sanitization-174419135945-640.webp 640w, /images/redact-document-sanitization-174419135945-960.webp 960w, /images/redact-document-sanitization-174419135945-1280.webp 1280w, /images/redact-document-sanitization-174419135945.webp 1672w","(max-width: 48rem) min(84vw, 19rem), 302px",4,0,
baseline,https://kujolang.ai/ecosystem/,https://kujolang.ai/images/sitekit-interface-system-7b063362e496.webp,images/sitekit-interface-system-7b063362e496.webp,Featured image for SiteKit,1916,821,lazy,webp,211286,True,"/images/sitekit-interface-system-7b063362e496-640.webp 640w, /images/sitekit-interface-system-7b063362e496-960.webp 960w, /images/sitekit-interface-system-7b063362e496-1280.webp 1280w, /images/sitekit-interface-system-7b063362e496.webp 1916w","(max-width: 48rem) min(84vw, 19rem), 302px",4,0,
baseline,https://kujolang.ai/ecosystem/,https://kujolang.ai/images/contentgraph-content-network-322489785187.webp,images/contentgraph-content-network-322489785187.webp,Featured image for ContentGraph,1916,821,lazy,webp,32876,True,"/images/contentgraph-content-network-322489785187-640.webp 640w, /images/contentgraph-content-network-322489785187-960.webp 960w, /images/contentgraph-content-network-322489785187-1280.webp 1280w, /images/contentgraph-content-network-322489785187.webp 1916w","(max-width: 48rem) min(84vw, 19rem), 302px",4,0,
baseline,https://kujolang.ai/ecosystem/,https://kujolang.ai/images/searchbridge-provider-relay-5bdd8a9da6d7.webp,images/searchbridge-provider-relay-5bdd8a9da6d7.webp,Featured image for SearchBridge,1916,821,lazy,webp,23650,True,"/images/searchbridge-provider-relay-5bdd8a9da6d7-640.webp 640w, /images/searchbridge-provider-relay-5bdd8a9da6d7-960.webp 960w, /images/searchbridge-provider-relay-5bdd8a9da6d7-1280.webp 1280w, /images/searchbridge-provider-relay-5bdd8a9da6d7.webp 1916w","(max-width: 48rem) min(84vw, 19rem), 302px",4,0,
baseline,https://kujolang.ai/ecosystem/,https://kujolang.ai/images/siteprobe-website-crawler-14da624e9418.webp,images/siteprobe-website-crawler-14da624e9418.webp,Featured image for SiteProbe,1916,821,lazy,webp,18338,True,"/images/siteprobe-website-crawler-14da624e9418-640.webp 640w, /images/siteprobe-website-crawler-14da624e9418-960.webp 960w, /images/siteprobe-website-crawler-14da624e9418-1280.webp 1280w, /images/siteprobe-website-crawler-14da624e9418.webp 1916w","(max-width: 48rem) min(84vw, 19rem), 302px",4,0,
baseline,https://kujolang.ai/ecosystem/,https://kujolang.ai/images/assetworks-media-provenance-33b0f8b9d5d1.webp,images/assetworks-media-provenance-33b0f8b9d5d1.webp,Featured image for AssetWorks,1916,821,lazy,webp,31036,True,"/images/assetworks-media-provenance-33b0f8b9d5d1-640.webp 640w, /images/assetworks-media-provenance-33b0f8b9d5d1-960.webp 960w, /images/assetworks-media-provenance-33b0f8b9d5d1-1280.webp 1280w, /images/assetworks-media-provenance-33b0f8b9d5d1.webp 1916w","(max-width: 48rem) min(84vw, 19rem), 302px",4,0,
baseline,https://kujolang.ai/ecosystem/,https://kujolang.ai/images/bluepencil-editorial-calibration-eebdfede1f5c.webp,images/bluepencil-editorial-calibration-eebdfede1f5c.webp,Featured image for BluePencil,1916,821,lazy,webp,27628,True,"/images/bluepencil-editorial-calibration-eebdfede1f5c-640.webp 640w, /images/bluepencil-editorial-calibration-eebdfede1f5c-960.webp 960w, /images/bluepencil-editorial-calibration-eebdfede1f5c-1280.webp 1280w, /images/bluepencil-editorial-calibration-eebdfede1f5c.webp 1916w","(max-width: 48rem) min(84vw, 19rem), 302px",4,0,
baseline,https://kujolang.ai/ecosystem/,https://kujolang.ai/images/dossier-evidence-ledger-773a88235f2d.webp,images/dossier-evidence-ledger-773a88235f2d.webp,Featured image for Dossier,1916,821,lazy,webp,30978,True,"/images/dossier-evidence-ledger-773a88235f2d-640.webp 640w, /images/dossier-evidence-ledger-773a88235f2d-960.webp 960w, /images/dossier-evidence-ledger-773a88235f2d-1280.webp 1280w, /images/dossier-evidence-ledger-773a88235f2d.webp 1916w","(max-width: 48rem) min(84vw, 19rem), 302px",4,0,
baseline,https://kujolang.ai/ecosystem/,https://kujolang.ai/images/galleypack-production-package-9e5c340327bc.webp,images/galleypack-production-package-9e5c340327bc.webp,Featured image for GalleyPack,1916,821,lazy,webp,30430,True,"/images/galleypack-production-package-9e5c340327bc-640.webp 640w, /images/galleypack-production-package-9e5c340327bc-960.webp 960w, /images/galleypack-production-package-9e5c340327bc-1280.webp 1280w, /images/galleypack-production-package-9e5c340327bc.webp 1916w","(max-width: 48rem) min(84vw, 19rem), 302px",4,0,
baseline,https://kujolang.ai/ecosystem/,https://kujolang.ai/images/presswire-publication-dispatch-fb07811e7f15.webp,images/presswire-publication-dispatch-fb07811e7f15.webp,Featured image for PressWire,1916,821,lazy,webp,29154,True,"/images/presswire-publication-dispatch-fb07811e7f15-640.webp 640w, /images/presswire-publication-dispatch-fb07811e7f15-960.webp 960w, /images/presswire-publication-dispatch-fb07811e7f15-1280.webp 1280w, /images/presswire-publication-dispatch-fb07811e7f15.webp 1916w","(max-width: 48rem) min(84vw, 19rem), 302px",4,0,
baseline,https://kujolang.ai/ecosystem/,https://kujolang.ai/images/readersignal-measurement-console-50591191a6c8.webp,images/readersignal-measurement-console-50591191a6c8.webp,Featured image for ReaderSignal,1916,821,lazy,webp,19390,True,"/images/readersignal-measurement-console-50591191a6c8-640.webp 640w, /images/readersignal-measurement-console-50591191a6c8-960.webp 960w, /images/readersignal-measurement-console-50591191a6c8-1280.webp 1280w, /images/readersignal-measurement-console-50591191a6c8.webp 1916w","(max-width: 48rem) min(84vw, 19rem), 302px",4,0,
baseline,https://kujolang.ai/ecosystem/,https://kujolang.ai/images/storydesk-editorial-control-ec8271b42ede.webp,images/storydesk-editorial-control-ec8271b42ede.webp,Featured image for StoryDesk,1916,821,lazy,webp,27256,True,"/images/storydesk-editorial-control-ec8271b42ede-640.webp 640w, /images/storydesk-editorial-control-ec8271b42ede-960.webp 960w, /images/storydesk-editorial-control-ec8271b42ede-1280.webp 1280w, /images/storydesk-editorial-control-ec8271b42ede.webp 1916w","(max-width: 48rem) min(84vw, 19rem), 302px",4,0,
baseline,https://kujolang.ai/ecosystem/,https://kujolang.ai/images/versionseal-version-approval-0ed8b71b9cef.webp,images/versionseal-version-approval-0ed8b71b9cef.webp,Featured image for VersionSeal,1916,821,lazy,webp,32746,True,"/images/versionseal-version-approval-0ed8b71b9cef-640.webp 640w, /images/versionseal-version-approval-0ed8b71b9cef-960.webp 960w, /images/versionseal-version-approval-0ed8b71b9cef-1280.webp 1280w, /images/versionseal-version-approval-0ed8b71b9cef.webp 1916w","(max-width: 48rem) min(84vw, 19rem), 302px",4,0,
baseline,https://kujolang.ai/ecosystem/,https://kujolang.ai/images/paperclip-workspace-intelligence-ea2b5fd59b2c.webp,images/paperclip-workspace-intelligence-ea2b5fd59b2c.webp,Featured image for Kujo for Paperclip,1672,941,lazy,webp,33644,True,"/images/paperclip-workspace-intelligence-ea2b5fd59b2c-640.webp 640w, /images/paperclip-workspace-intelligence-ea2b5fd59b2c-960.webp 960w, /images/paperclip-workspace-intelligence-ea2b5fd59b2c-1280.webp 1280w, /images/paperclip-workspace-intelligence-ea2b5fd59b2c.webp 1672w","(max-width: 48rem) min(84vw, 19rem), 302px",4,0,
baseline,https://kujolang.ai/ecosystem/,https://kujolang.ai/images/skill-kujo-agents-sdk-workflows-1653d98f6c6f.webp,images/skill-kujo-agents-sdk-workflows-1653d98f6c6f.webp,Featured image for Agents SDK,1916,821,lazy,webp,31214,True,"/images/skill-kujo-agents-sdk-workflows-1653d98f6c6f-640.webp 640w, /images/skill-kujo-agents-sdk-workflows-1653d98f6c6f-960.webp 960w, /images/skill-kujo-agents-sdk-workflows-1653d98f6c6f-1280.webp 1280w, /images/skill-kujo-agents-sdk-workflows-1653d98f6c6f.webp 1916w","(max-width: 48rem) min(84vw, 19rem), 302px",4,0,
baseline,https://kujolang.ai/ecosystem/,https://kujolang.ai/images/skill-kujo-ai-chat-workflows-3942774566bd.webp,images/skill-kujo-ai-chat-workflows-3942774566bd.webp,Featured image for Kujo AI Chat,1916,821,lazy,webp,25936,True,"/images/skill-kujo-ai-chat-workflows-3942774566bd-640.webp 640w, /images/skill-kujo-ai-chat-workflows-3942774566bd-960.webp 960w, /images/skill-kujo-ai-chat-workflows-3942774566bd-1280.webp 1280w, /images/skill-kujo-ai-chat-workflows-3942774566bd.webp 1916w","(max-width: 48rem) min(84vw, 19rem), 302px",4,0,
baseline,https://kujolang.ai/ecosystem/,https://kujolang.ai/images/skill-kujo-ai-sdk-workflows-7e776837307a.webp,images/skill-kujo-ai-sdk-workflows-7e776837307a.webp,Featured image for Kujo AI SDK,1916,821,lazy,webp,31848,True,"/images/skill-kujo-ai-sdk-workflows-7e776837307a-640.webp 640w, /images/skill-kujo-ai-sdk-workflows-7e776837307a-960.webp 960w, /images/skill-kujo-ai-sdk-workflows-7e776837307a-1280.webp 1280w, /images/skill-kujo-ai-sdk-workflows-7e776837307a.webp 1916w","(max-width: 48rem) min(84vw, 19rem), 302px",4,0,
baseline,https://kujolang.ai/ecosystem/,https://kujolang.ai/images/skill-kujo-assetworks-workflows-ed781489713e.webp,images/skill-kujo-assetworks-workflows-ed781489713e.webp,Featured image for Kujo AssetWorks,1916,821,lazy,webp,23062,True,"/images/skill-kujo-assetworks-workflows-ed781489713e-640.webp 640w, /images/skill-kujo-assetworks-workflows-ed781489713e-960.webp 960w, /images/skill-kujo-assetworks-workflows-ed781489713e-1280.webp 1280w, /images/skill-kujo-assetworks-workflows-ed781489713e.webp 1916w","(max-width: 48rem) min(84vw, 19rem), 302px",4,0,
baseline,https://kujolang.ai/ecosystem/,https://kujolang.ai/images/skill-kujo-backlog-normalizer-49358e67abf9.webp,images/skill-kujo-backlog-normalizer-49358e67abf9.webp,Featured image for Kujo Backlog Normalizer,1916,821,lazy,webp,21320,True,"/images/skill-kujo-backlog-normalizer-49358e67abf9-640.webp 640w, /images/skill-kujo-backlog-normalizer-49358e67abf9-960.webp 960w, /images/skill-kujo-backlog-normalizer-49358e67abf9-1280.webp 1280w, /images/skill-kujo-backlog-normalizer-49358e67abf9.webp 1916w","(max-width: 48rem) min(84vw, 19rem), 302px",4,0,
baseline,https://kujolang.ai/ecosystem/,https://kujolang.ai/images/skill-kujo-benchmarks-capsule-workflows-58db43f289bf.webp,images/skill-kujo-benchmarks-capsule-workflows-58db43f289bf.webp,Featured image for Kujo Benchmarks Capsule,1916,821,lazy,webp,25776,True,"/images/skill-kujo-benchmarks-capsule-workflows-58db43f289bf-640.webp 640w, /images/skill-kujo-benchmarks-capsule-workflows-58db43f289bf-960.webp 960w, /images/skill-kujo-benchmarks-capsule-workflows-58db43f289bf-1280.webp 1280w, /images/skill-kujo-benchmarks-capsule-workflows-58db43f289bf.webp 1916w","(max-width: 48rem) min(84vw, 19rem), 302px",4,0,
baseline,https://kujolang.ai/ecosystem/,https://kujolang.ai/images/workflow-owned-agent-project-04c964a31bf8.webp,images/workflow-owned-agent-project-04c964a31bf8.webp,Featured image for Owned Agent Project,1916,821,lazy,webp,31740,True,"/images/workflow-owned-agent-project-04c964a31bf8-640.webp 640w, /images/workflow-owned-agent-project-04c964a31bf8-960.webp 960w, /images/workflow-owned-agent-project-04c964a31bf8-1280.webp 1280w, /images/workflow-owned-agent-project-04c964a31bf8.webp 1916w","(max-width: 48rem) min(84vw, 19rem), 302px",4,0,
baseline,https://kujolang.ai/ecosystem/,https://kujolang.ai/images/workflow-agency-runner-141025033cb5.webp,images/workflow-agency-runner-141025033cb5.webp,Featured image for Agency Runner,1916,821,lazy,webp,21766,True,"/images/workflow-agency-runner-141025033cb5-640.webp 640w, /images/workflow-agency-runner-141025033cb5-960.webp 960w, /images/workflow-agency-runner-141025033cb5-1280.webp 1280w, /images/workflow-agency-runner-141025033cb5.webp 1916w","(max-width: 48rem) min(84vw, 19rem), 302px",4,0,
baseline,https://kujolang.ai/ecosystem/,https://kujolang.ai/images/workflow-agency-verified-fix-loop-2ec231bda363.webp,images/workflow-agency-verified-fix-loop-2ec231bda363.webp,Featured image for Agency Verified Fix Loop,1916,821,lazy,webp,24332,True,"/images/workflow-agency-verified-fix-loop-2ec231bda363-640.webp 640w, /images/workflow-agency-verified-fix-loop-2ec231bda363-960.webp 960w, /images/workflow-agency-verified-fix-loop-2ec231bda363-1280.webp 1280w, /images/workflow-agency-verified-fix-loop-2ec231bda363.webp 1916w","(max-width: 48rem) min(84vw, 19rem), 302px",4,0,
baseline,https://kujolang.ai/ecosystem/,https://kujolang.ai/images/workflow-ai-sdk-muzzle-benchmark-88de235e9322.webp,images/workflow-ai-sdk-muzzle-benchmark-88de235e9322.webp,Featured image for AI SDK Muzzle Benchmark,1916,821,lazy,webp,27376,True,"/images/workflow-ai-sdk-muzzle-benchmark-88de235e9322-640.webp 640w, /images/workflow-ai-sdk-muzzle-benchmark-88de235e9322-960.webp 960w, /images/workflow-ai-sdk-muzzle-benchmark-88de235e9322-1280.webp 1280w, /images/workflow-ai-sdk-muzzle-benchmark-88de235e9322.webp 1916w","(max-width: 48rem) min(84vw, 19rem), 302px",4,0,
